path,file_id,sequence_id,participant_id,phrase
train_landmarks/819678.parquet,819678,937,45093,engineering learning project deep the
train_landmarks/320989.parquet,320989,938,20458,742 evergreen terrace
train_landmarks/441244.parquet,441244,939,30926,1600 pennsylvania ave
train_landmarks/296243.parquet,296243,940,31319,hello guatemala to
train_landmarks/292847.parquet,292847,941,98696,123 main street apt 4b
train_landmarks/539450.parquet,539450,942,70589,asl fingerspelling science language
train_landmarks/703867.parquet,703867,943,22676,learning accuracy
train_landmarks/682316.parquet,682316,944,86622,456 elm st suite 200
train_landmarks/305587.parquet,305587,945,44671,www.cdc.gov/covid
train_landmarks/595962.parquet,595962,946,69429,fingerspelling jumps analysis
train_landmarks/761286.parquet,761286,947,24592,evaluation world language language
train_landmarks/517754.parquet,517754,948,21395,www.cdc.gov/covid
train_landmarks/162952.parquet,162952,949,35203,+1-555-987-6543
train_landmarks/599687.parquet,599687,950,57819,science to
train_landmarks/478496.parquet,478496,951,45382,221b baker street
train_landmarks/949363.parquet,949363,952,55082,(555) 234-5678
train_landmarks/531762.parquet,531762,953,18675,https://github.com/kaggle
train_landmarks/704875.parquet,704875,954,21915,over evaluation to deep american dataset
train_landmarks/182216.parquet,182216,955,42325,1600 pennsylvania ave
train_landmarks/586279.parquet,586279,956,39256,frequency vision university
train_landmarks/542306.parquet,542306,957,57819,fingerspelling analysis brown to welcome vision
train_landmarks/844943.parquet,844943,958,22280,(415) 555-8833
train_landmarks/514664.parquet,514664,959,38221,(212) 555-4321
train_landmarks/918910.parquet,918910,960,99166,dataset sign science over
train_landmarks/995706.parquet,995706,961,36062,https://github.com/kaggle
train_landmarks/794180.parquet,794180,962,58520,(415) 555-8833
train_landmarks/834733.parquet,834733,963,83000,over fox brown
train_landmarks/596171.parquet,596171,964,37653,evaluation sign
train_landmarks/187295.parquet,187295,965,93227,www.cdc.gov/covid
train_landmarks/188406.parquet,188406,966,24592,welcome hello world computer jumps
train_landmarks/979249.parquet,979249,967,80284,(555) 234-5678
train_landmarks/795781.parquet,795781,968,56566,1600 pennsylvania ave
train_landmarks/599284.parquet,599284,969,65302,221b baker street
train_landmarks/385647.parquet,385647,970,82357,guatemala learning over
train_landmarks/726612.parquet,726612,971,42098,10 downing street london
train_landmarks/766738.parquet,766738,972,87397,sign vision welcome to sign
train_landmarks/943797.parquet,943797,973,35203,http://weather.com/today
train_landmarks/483551.parquet,483551,974,13478,123 main street apt 4b
train_landmarks/418319.parquet,418319,975,80010,https://apple.com/ios
train_landmarks/954987.parquet,954987,976,45093,to project the
train_landmarks/615827.parquet,615827,977,86622,world evaluation accuracy recognition accuracy
train_landmarks/674842.parquet,674842,978,10851,456 elm st suite 200
train_landmarks/687783.parquet,687783,979,38893,123 main street apt 4b
train_landmarks/271200.parquet,271200,980,22280,model dog brown computer sign
train_landmarks/938817.parquet,938817,981,52504,world dataset accuracy fingerspelling
train_landmarks/994940.parquet,994940,982,84341,www.cdc.gov/covid
train_landmarks/403662.parquet,403662,983,42098,www.nytimes.com/world
train_landmarks/747736.parquet,747736,984,18326,10 downing street london
train_landmarks/753004.parquet,753004,985,28289,1600 pennsylvania ave
train_landmarks/120337.parquet,120337,986,19358,1-888-456-7890
train_landmarks/123205.parquet,123205,987,51245,(555) 234-5678
train_landmarks/395818.parquet,395818,988,16175,(415) 555-8833
train_landmarks/559713.parquet,559713,989,37869,brown the dog
train_landmarks/540656.parquet,540656,990,86622,456 elm st suite 200
train_landmarks/489438.parquet,489438,991,59615,742 evergreen terrace
train_landmarks/446290.parquet,446290,992,62350,www.cdc.gov/covid
train_landmarks/158760.parquet,158760,993,87397,(212) 555-4321
train_landmarks/174852.parquet,174852,994,92240,lazy model accuracy
train_landmarks/968485.parquet,968485,995,89840,https://github.com/kaggle
train_landmarks/503489.parquet,503489,996,57447,hello engineering lazy dataset fox
train_landmarks/798359.parquet,798359,997,69429,asl guatemala university over dataset
train_landmarks/880900.parquet,880900,998,40021,jumps project world to quick deep
train_landmarks/218414.parquet,218414,999,97841,(212) 555-4321
train_landmarks/440277.parquet,440277,1000,75435,http://weather.com/today
train_landmarks/713099.parquet,713099,1001,65302,https://github.com/kaggle
train_landmarks/109363.parquet,109363,1002,23434,evaluation project recognition asl brown over
train_landmarks/195841.parquet,195841,1003,54118,university engineering computer quick
train_landmarks/775885.parquet,775885,1004,81426,1-888-456-7890
train_landmarks/929912.parquet,929912,1005,16175,www.nytimes.com/world
train_landmarks/343977.parquet,343977,1006,46421,221b baker street
train_landmarks/926867.parquet,926867,1007,11504,accuracy science lazy deep
train_landmarks/475565.parquet,475565,1008,26361,analysis american science world
train_landmarks/830897.parquet,830897,1009,46463,221b baker street
train_landmarks/295692.parquet,295692,1010,83579,dataset world model university
train_landmarks/681456.parquet,681456,1011,14207,1-888-456-7890
train_landmarks/262555.parquet,262555,1012,31319,1600 pennsylvania ave
train_landmarks/667915.parquet,667915,1013,89840,742 evergreen terrace
train_landmarks/913608.parquet,913608,1014,37869,dataset analysis computer asl computer
train_landmarks/436272.parquet,436272,1015,46421,model lazy deep evaluation over world
train_landmarks/529711.parquet,529711,1016,25014,fox vision
train_landmarks/145903.parquet,145903,1017,82512,over quick fox
train_landmarks/300924.parquet,300924,1018,40021,https://youtube.com/watch
train_landmarks/789880.parquet,789880,1019,10851,221b baker street
train_landmarks/835381.parquet,835381,1020,45093,asl recognition
train_landmarks/174316.parquet,174316,1021,21395,https://github.com/kaggle
train_landmarks/787603.parquet,787603,1022,42098,742 evergreen terrace
train_landmarks/590795.parquet,590795,1023,59797,to dataset
train_landmarks/536158.parquet,536158,1024,69429,model hello
train_landmarks/142627.parquet,142627,1025,16175,brown dog sign fox
train_landmarks/342239.parquet,342239,1026,75435,lazy vision language
train_landmarks/287588.parquet,287588,1027,61856,fingerspelling fox vision to project vision
train_landmarks/209159.parquet,209159,1028,20458,800-555-0199
train_landmarks/676680.parquet,676680,1029,82357,1600 pennsylvania ave
train_landmarks/789472.parquet,789472,1030,91070,1-888-456-7890
train_landmarks/564531.parquet,564531,1031,99166,language engineering model fingerspelling
train_landmarks/764001.parquet,764001,1032,39256,10 downing street london
train_landmarks/439162.parquet,439162,1033,16175,language asl language dataset to science
train_landmarks/516379.parquet,516379,1034,31417,https://www.google.com
train_landmarks/398301.parquet,398301,1035,59823,jumps analysis the engineering dog welcome
train_landmarks/909000.parquet,909000,1036,95909,university american language language
train_landmarks/198867.parquet,198867,1037,31319,www.amazon.com/deals
train_landmarks/263690.parquet,263690,1038,16175,www.amazon.com/deals
train_landmarks/710434.parquet,710434,1039,30969,+1-555-987-6543
train_landmarks/950472.parquet,950472,1040,47930,221b baker street
train_landmarks/519218.parquet,519218,1041,22676,dataset learning accuracy
train_landmarks/281301.parquet,281301,1042,59735,10 downing street london
train_landmarks/836989.parquet,836989,1043,99192,recognition world
train_landmarks/866288.parquet,866288,1044,54597,brown quick evaluation to accuracy
train_landmarks/536754.parquet,536754,1045,99733,frequency dog
train_landmarks/784488.parquet,784488,1046,52504,computer computer
train_landmarks/156757.parquet,156757,1047,75435,742 evergreen terrace
train_landmarks/434827.parquet,434827,1048,13478,welcome learning over
train_landmarks/806357.parquet,806357,1049,37869,engineering dataset language brown science
train_landmarks/924566.parquet,924566,1050,99192,123 main street apt 4b
train_landmarks/452497.parquet,452497,1051,87236,https://www.google.com
train_landmarks/674779.parquet,674779,1052,30379,742 evergreen terrace
train_landmarks/517885.parquet,517885,1053,42953,evaluation project lazy
train_landmarks/514521.parquet,514521,1054,87236,language engineering sign
train_landmarks/354085.parquet,354085,1055,74686,https://youtube.com/watch
train_landmarks/439121.parquet,439121,1056,31319,brown deep fingerspelling to welcome recognition
train_landmarks/125382.parquet,125382,1057,54118,engineering computer engineering
train_landmarks/563690.parquet,563690,1058,16175,quick accuracy lazy asl evaluation
train_landmarks/994188.parquet,994188,1059,46434,https://www.google.com
train_landmarks/354854.parquet,354854,1060,56566,frequency model the
train_landmarks/827497.parquet,827497,1061,48427,science the lazy sign
train_landmarks/313701.parquet,313701,1062,59735,language computer engineering deep
train_landmarks/800722.parquet,800722,1063,64987,https://apple.com/ios
train_landmarks/145594.parquet,145594,1064,35203,(555) 234-5678
train_landmarks/397809.parquet,397809,1065,42953,(415) 555-8833
train_landmarks/747983.parquet,747983,1066,59797,(212) 555-4321
train_landmarks/786563.parquet,786563,1067,40021,asl hello
train_landmarks/993473.parquet,993473,1068,70217,frequency the frequency vision
train_landmarks/342397.parquet,342397,1069,28301,engineering fox welcome frequency sign lazy
train_landmarks/624970.parquet,624970,1070,13478,university the hello sign to asl
train_landmarks/264631.parquet,264631,1071,42953,www.amazon.com/deals
train_landmarks/472640.parquet,472640,1072,69429,engineering engineering world
train_landmarks/165021.parquet,165021,1073,30379,analysis accuracy the language world
train_landmarks/259077.parquet,259077,1074,87397,456 elm st suite 200
train_landmarks/788842.parquet,788842,1075,38893,https://youtube.com/watch
train_landmarks/646012.parquet,646012,1076,56566,frequency deep fingerspelling language science welcome
train_landmarks/734775.parquet,734775,1077,26361,221b baker street
train_landmarks/238173.parquet,238173,1078,28131,800-555-0199
train_landmarks/709254.parquet,709254,1079,20458,frequency welcome learning
train_landmarks/649249.parquet,649249,1080,23396,engineering engineering jumps university university
train_landmarks/432918.parquet,432918,1081,83000,https://apple.com/ios
train_landmarks/854388.parquet,854388,1082,51245,www.amazon.com/deals
train_landmarks/980303.parquet,980303,1083,38893,evaluation analysis
train_landmarks/534152.parquet,534152,1084,38893,science university analysis university
train_landmarks/387096.parquet,387096,1085,42098,800-555-0199
train_landmarks/211957.parquet,211957,1086,75435,https://www.google.com
train_landmarks/899484.parquet,899484,1087,14207,hello language dog dog deep to
train_landmarks/821568.parquet,821568,1088,93320,american recognition learning
train_landmarks/492124.parquet,492124,1089,76784,(212) 555-4321
train_landmarks/615318.parquet,615318,1090,66155,123 main street apt 4b
train_landmarks/302647.parquet,302647,1091,70589,(212) 555-4321
train_landmarks/901677.parquet,901677,1092,16175,guatemala dog deep lazy
train_landmarks/314498.parquet,314498,1093,65392,www.nytimes.com/world
train_landmarks/747033.parquet,747033,1094,38657,1600 pennsylvania ave
train_landmarks/579770.parquet,579770,1095,22676,fingerspelling quick dataset asl welcome
train_landmarks/741209.parquet,741209,1096,23434,recognition sign frequency evaluation sign science
train_landmarks/967182.parquet,967182,1097,99593,sign fingerspelling dataset
train_landmarks/684791.parquet,684791,1098,18326,10 downing street london
train_landmarks/151690.parquet,151690,1099,42098,(212) 555-4321
train_landmarks/517375.parquet,517375,1100,76237,project fingerspelling computer quick
train_landmarks/642081.parquet,642081,1101,69429,model science learning fox evaluation
train_landmarks/829928.parquet,829928,1102,18326,fingerspelling science over recognition learning
train_landmarks/311741.parquet,311741,1103,15695,hello deep
train_landmarks/846030.parquet,846030,1104,58520,fox learning
train_landmarks/764873.parquet,764873,1105,39256,221b baker street
train_landmarks/841635.parquet,841635,1106,95181,221b baker street
train_landmarks/741804.parquet,741804,1107,99166,language quick over to frequency
train_landmarks/257380.parquet,257380,1108,79352,800-555-0199
train_landmarks/287555.parquet,287555,1109,93810,fingerspelling welcome
train_landmarks/905967.parquet,905967,1110,60019,computer fox jumps lazy
train_landmarks/752801.parquet,752801,1111,17331,project frequency
train_landmarks/669902.parquet,669902,1112,16175,analysis dog recognition project fingerspelling brown
train_landmarks/729252.parquet,729252,1113,69429,https://apple.com/ios
train_landmarks/391622.parquet,391622,1114,56566,model lazy lazy quick to jumps
train_landmarks/134007.parquet,134007,1115,31319,world university quick fingerspelling over deep
train_landmarks/740774.parquet,740774,1116,51347,language language guatemala dataset to quick
train_landmarks/905843.parquet,905843,1117,83563,+1-555-987-6543
train_landmarks/497346.parquet,497346,1118,42098,model brown project jumps frequency
train_landmarks/445200.parquet,445200,1119,44671,lazy lazy quick language engineering sign
train_landmarks/191928.parquet,191928,1120,84341,10 downing street london
train_landmarks/734155.parquet,734155,1121,30926,science model hello language
train_landmarks/753518.parquet,753518,1122,62581,123 main street apt 4b
train_landmarks/744129.parquet,744129,1123,42953,dataset american accuracy analysis dog world
train_landmarks/302957.parquet,302957,1124,65302,https://www.google.com
train_landmarks/587467.parquet,587467,1125,62581,dataset lazy
train_landmarks/745197.parquet,745197,1126,59823,quick to accuracy dog vision
train_landmarks/823535.parquet,823535,1127,16175,+1-800-222-3344
train_landmarks/171131.parquet,171131,1128,87236,221b baker street
train_landmarks/676710.parquet,676710,1129,18675,742 evergreen terrace
train_landmarks/219366.parquet,219366,1130,76784,fingerspelling language guatemala model
train_landmarks/303440.parquet,303440,1131,60432,1600 pennsylvania ave
train_landmarks/805139.parquet,805139,1132,45093,456 elm st suite 200
train_landmarks/935981.parquet,935981,1133,31319,www.cdc.gov/covid
train_landmarks/604884.parquet,604884,1134,83000,(212) 555-4321
train_landmarks/663051.parquet,663051,1135,16175,evaluation fingerspelling dataset model world
train_landmarks/860180.parquet,860180,1136,80010,sign lazy deep accuracy analysis to
train_landmarks/256557.parquet,256557,1137,42098,(555) 234-5678
train_landmarks/455627.parquet,455627,1138,18326,model language asl recognition frequency dataset
train_landmarks/839525.parquet,839525,1139,45093,hello brown
train_landmarks/349185.parquet,349185,1140,62581,1600 pennsylvania ave
train_landmarks/326639.parquet,326639,1141,54597,fox evaluation evaluation
train_landmarks/197102.parquet,197102,1142,14207,742 evergreen terrace
train_landmarks/937838.parquet,937838,1143,35203,221b baker street
train_landmarks/261562.parquet,261562,1144,40021,(212) 555-4321
train_landmarks/868020.parquet,868020,1145,22280,evaluation jumps frequency model
train_landmarks/641218.parquet,641218,1146,40021,lazy quick asl
train_landmarks/647718.parquet,647718,1147,25014,http://weather.com/today
train_landmarks/146168.parquet,146168,1148,39256,frequency welcome analysis fox evaluation dataset
train_landmarks/123572.parquet,123572,1149,11504,vision lazy lazy world
train_landmarks/658131.parquet,658131,1150,96673,456 elm st suite 200
train_landmarks/803724.parquet,803724,1151,16175,www.cdc.gov/covid
train_landmarks/265146.parquet,265146,1152,42325,(555) 234-5678
train_landmarks/753205.parquet,753205,1153,80010,lazy to
train_landmarks/433955.parquet,433955,1154,75435,(415) 555-8833
train_landmarks/943058.parquet,943058,1155,24371,800-555-0199
train_landmarks/279594.parquet,279594,1156,19116,www.amazon.com/deals
train_landmarks/666836.parquet,666836,1157,80284,123 main street apt 4b
train_landmarks/130401.parquet,130401,1158,51347,10 downing street london
train_landmarks/152906.parquet,152906,1159,86484,https://www.google.com
train_landmarks/190302.parquet,190302,1160,28726,123 main street apt 4b
train_landmarks/838908.parquet,838908,1161,86622,computer deep science to welcome lazy
train_landmarks/895242.parquet,895242,1162,40512,brown university evaluation language fox accuracy
train_landmarks/832534.parquet,832534,1163,57447,456 elm st suite 200
train_landmarks/425469.parquet,425469,1164,76237,project guatemala jumps analysis hello
train_landmarks/481104.parquet,481104,1165,89840,10 downing street london
train_landmarks/797492.parquet,797492,1166,93810,1600 pennsylvania ave
train_landmarks/575301.parquet,575301,1167,70217,742 evergreen terrace
train_landmarks/598424.parquet,598424,1168,92397,www.nytimes.com/world
train_landmarks/583646.parquet,583646,1169,35203,evaluation recognition jumps fox
train_landmarks/957266.parquet,957266,1170,18675,welcome vision
train_landmarks/930924.parquet,930924,1171,85674,456 elm st suite 200
train_landmarks/520286.parquet,520286,1172,46434,computer language engineering
train_landmarks/502460.parquet,502460,1173,30379,https://github.com/kaggle
train_landmarks/953452.parquet,953452,1174,91070,evaluation science evaluation sign dog
train_landmarks/794799.parquet,794799,1175,46421,model fox recognition welcome fox science
train_landmarks/422998.parquet,422998,1176,21395,recognition deep
train_landmarks/725376.parquet,725376,1177,93886,welcome vision brown dog jumps
train_landmarks/708979.parquet,708979,1178,51347,dataset vision
train_landmarks/574978.parquet,574978,1179,38785,computer science lazy frequency world
train_landmarks/932932.parquet,932932,1180,69429,university university learning university
train_landmarks/193624.parquet,193624,1181,91070,engineering fingerspelling jumps world asl language
train_landmarks/155708.parquet,155708,1182,21915,https://apple.com/ios
train_landmarks/960622.parquet,960622,1183,56566,frequency frequency
train_landmarks/346668.parquet,346668,1184,57819,221b baker street
train_landmarks/513420.parquet,513420,1185,42098,fingerspelling science lazy over jumps
train_landmarks/682401.parquet,682401,1186,59615,1600 pennsylvania ave
train_landmarks/980764.parquet,980764,1187,91070,1600 pennsylvania ave
train_landmarks/802615.parquet,802615,1188,19116,https://www.google.com
train_landmarks/175231.parquet,175231,1189,70589,learning american science
train_landmarks/242371.parquet,242371,1190,94939,https://youtube.com/watch
train_landmarks/578180.parquet,578180,1191,93886,university computer science fingerspelling model asl
train_landmarks/336706.parquet,336706,1192,44718,1-888-456-7890
train_landmarks/107790.parquet,107790,1193,62350,learning hello university
train_landmarks/704349.parquet,704349,1194,37869,742 evergreen terrace
train_landmarks/695748.parquet,695748,1195,88104,1600 pennsylvania ave
train_landmarks/218661.parquet,218661,1196,13278,jumps dataset
train_landmarks/887042.parquet,887042,1197,10851,sign sign computer hello computer
train_landmarks/795978.parquet,795978,1198,93810,deep sign
train_landmarks/707784.parquet,707784,1199,40021,742 evergreen terrace
train_landmarks/460234.parquet,460234,1200,30969,project american
train_landmarks/592025.parquet,592025,1201,54118,fingerspelling guatemala accuracy world
train_landmarks/137042.parquet,137042,1202,88172,dataset learning language brown project over
train_landmarks/154127.parquet,154127,1203,23434,accuracy computer world brown
train_landmarks/630155.parquet,630155,1204,18326,http://weather.com/today
train_landmarks/364294.parquet,364294,1205,82357,http://weather.com/today
train_landmarks/388586.parquet,388586,1206,13905,dataset recognition
train_landmarks/720515.parquet,720515,1207,57819,asl over evaluation dog over
train_landmarks/653007.parquet,653007,1208,22156,engineering guatemala recognition model
train_landmarks/978302.parquet,978302,1209,57052,456 elm st suite 200
train_landmarks/907789.parquet,907789,1210,44671,10 downing street london
train_landmarks/561567.parquet,561567,1211,86622,lazy dataset to
train_landmarks/773459.parquet,773459,1212,19358,+1-800-222-3344
train_landmarks/221628.parquet,221628,1213,44671,www.nytimes.com/world
train_landmarks/518114.parquet,518114,1214,93886,456 elm st suite 200
train_landmarks/882395.parquet,882395,1215,37869,dog deep asl hello sign science
train_landmarks/402820.parquet,402820,1216,22676,asl welcome sign guatemala fox
train_landmarks/657101.parquet,657101,1217,39871,computer vision hello hello accuracy
train_landmarks/367747.parquet,367747,1218,76237,project deep dog deep evaluation
train_landmarks/645209.parquet,645209,1219,87236,10 downing street london
train_landmarks/288656.parquet,288656,1220,45093,742 evergreen terrace
train_landmarks/805483.parquet,805483,1221,46463,http://wikipedia.org/asl
train_landmarks/112542.parquet,112542,1222,97841,221b baker street
train_landmarks/208954.parquet,208954,1223,51245,dog world lazy the
train_landmarks/196407.parquet,196407,1224,22280,https://github.com/kaggle
train_landmarks/728500.parquet,728500,1225,80010,brown recognition
train_landmarks/494220.parquet,494220,1226,22156,accuracy lazy fox lazy world vision
train_landmarks/179392.parquet,179392,1227,71348,evaluation deep deep evaluation
train_landmarks/369836.parquet,369836,1228,57819,(555) 234-5678
train_landmarks/390756.parquet,390756,1229,66155,asl engineering hello accuracy over
train_landmarks/172769.parquet,172769,1230,89840,123 main street apt 4b
train_landmarks/739947.parquet,739947,1231,39256,10 downing street london
train_landmarks/615959.parquet,615959,1232,52504,https://apple.com/ios
train_landmarks/906048.parquet,906048,1233,60019,221b baker street
train_landmarks/774588.parquet,774588,1234,45382,www.nytimes.com/world
train_landmarks/850151.parquet,850151,1235,57447,(555) 234-5678
train_landmarks/176461.parquet,176461,1236,24371,http://weather.com/today
train_landmarks/914992.parquet,914992,1237,46421,456 elm st suite 200
train_landmarks/256085.parquet,256085,1238,54597,university vision
train_landmarks/379378.parquet,379378,1239,93886,+1-555-987-6543
train_landmarks/510339.parquet,510339,1240,39871,learning evaluation project fingerspelling dataset accuracy
train_landmarks/173504.parquet,173504,1241,76784,asl deep
train_landmarks/917710.parquet,917710,1242,30969,221b baker street
train_landmarks/661307.parquet,661307,1243,82357,to world quick engineering
train_landmarks/778506.parquet,778506,1244,30379,https://apple.com/ios
train_landmarks/994794.parquet,994794,1245,42325,model evaluation
train_landmarks/404043.parquet,404043,1246,22676,language guatemala vision
train_landmarks/413388.parquet,413388,1247,57447,computer to
train_landmarks/188984.parquet,188984,1248,47930,dataset jumps lazy learning recognition
train_landmarks/612997.parquet,612997,1249,51347,221b baker street
train_landmarks/774661.parquet,774661,1250,14165,221b baker street
train_landmarks/974774.parquet,974774,1251,99733,quick quick
train_landmarks/926045.parquet,926045,1252,69429,fox accuracy deep project deep
train_landmarks/662625.parquet,662625,1253,59735,https://github.com/kaggle
train_landmarks/175532.parquet,175532,1254,38893,www.cdc.gov/covid
train_landmarks/612643.parquet,612643,1255,75435,analysis computer hello vision the
train_landmarks/763393.parquet,763393,1256,21915,http://weather.com/today
train_landmarks/960607.parquet,960607,1257,54597,computer model brown accuracy fox
train_landmarks/723879.parquet,723879,1258,14165,brown lazy to
train_landmarks/976500.parquet,976500,1259,46048,welcome engineering recognition jumps model
train_landmarks/931627.parquet,931627,1260,40021,(555) 234-5678
train_landmarks/721894.parquet,721894,1261,93886,(555) 234-5678
train_landmarks/226610.parquet,226610,1262,89840,+1-800-222-3344
train_landmarks/535320.parquet,535320,1263,30379,+1-555-987-6543
train_landmarks/680290.parquet,680290,1264,35203,800-555-0199
train_landmarks/710256.parquet,710256,1265,45382,http://wikipedia.org/asl
train_landmarks/929478.parquet,929478,1266,31319,asl over analysis brown the university
train_landmarks/841071.parquet,841071,1267,99166,fingerspelling accuracy evaluation deep
train_landmarks/316174.parquet,316174,1268,13478,http://weather.com/today
train_landmarks/648496.parquet,648496,1269,18675,123 main street apt 4b
train_landmarks/283027.parquet,283027,1270,19116,recognition learning
train_landmarks/741780.parquet,741780,1271,20458,to the dog fox
train_landmarks/655953.parquet,655953,1272,37869,to evaluation sign dog evaluation vision
train_landmarks/389854.parquet,389854,1273,18675,http://wikipedia.org/asl
train_landmarks/935309.parquet,935309,1274,25014,www.nytimes.com/world
train_landmarks/621682.parquet,621682,1275,88907,(415) 555-8833
train_landmarks/145209.parquet,145209,1276,13905,www.amazon.com/deals
train_landmarks/398911.parquet,398911,1277,95909,+1-555-987-6543
train_landmarks/450533.parquet,450533,1278,31417,quick dataset university over evaluation
train_landmarks/608623.parquet,608623,1279,22676,analysis learning
train_landmarks/721497.parquet,721497,1280,87397,lazy deep welcome evaluation welcome
train_landmarks/202827.parquet,202827,1281,65302,(212) 555-4321
train_landmarks/309668.parquet,309668,1282,92240,123 main street apt 4b
train_landmarks/177101.parquet,177101,1283,46463,456 elm st suite 200
train_landmarks/156978.parquet,156978,1284,70217,dog computer over
train_landmarks/491627.parquet,491627,1285,46421,https://github.com/kaggle
train_landmarks/762722.parquet,762722,1286,82357,1600 pennsylvania ave
train_landmarks/312033.parquet,312033,1287,81482,742 evergreen terrace
train_landmarks/825835.parquet,825835,1288,56566,jumps frequency project over
train_landmarks/460265.parquet,460265,1289,98696,+1-555-987-6543
train_landmarks/732958.parquet,732958,1290,86622,+1-800-222-3344
train_landmarks/768990.parquet,768990,1291,30379,recognition language dog
train_landmarks/531694.parquet,531694,1292,19358,frequency dog project project the
train_landmarks/548906.parquet,548906,1293,24371,hello science dog
train_landmarks/720517.parquet,720517,1294,40021,analysis fingerspelling quick engineering dataset american
train_landmarks/546376.parquet,546376,1295,94939,accuracy deep fox american brown
train_landmarks/889660.parquet,889660,1296,70217,https://youtube.com/watch
train_landmarks/328596.parquet,328596,1297,26361,http://weather.com/today
train_landmarks/350675.parquet,350675,1298,62581,the deep
train_landmarks/269662.parquet,269662,1299,25014,dataset the project evaluation frequency fingerspelling
train_landmarks/928226.parquet,928226,1300,14207,learning the computer asl deep
train_landmarks/656710.parquet,656710,1301,93227,https://youtube.com/watch
train_landmarks/889460.parquet,889460,1302,75435,1-888-456-7890
train_landmarks/668784.parquet,668784,1303,69429,evaluation brown analysis
train_landmarks/871501.parquet,871501,1304,23434,guatemala deep analysis fox asl computer
train_landmarks/483329.parquet,483329,1305,32431,10 downing street london
train_landmarks/685934.parquet,685934,1306,88104,learning lazy engineering dog fox project
train_landmarks/888819.parquet,888819,1307,68878,dataset evaluation welcome
train_landmarks/380345.parquet,380345,1308,45093,world brown to american sign
train_landmarks/228670.parquet,228670,1309,30926,221b baker street
train_landmarks/811257.parquet,811257,1310,94939,science asl deep deep
train_landmarks/168815.parquet,168815,1311,14165,(212) 555-4321
train_landmarks/191549.parquet,191549,1312,46434,www.cdc.gov/covid
train_landmarks/402380.parquet,402380,1313,28726,fox world
train_landmarks/830943.parquet,830943,1314,82357,www.cdc.gov/covid
train_landmarks/314178.parquet,314178,1315,14207,world guatemala
train_landmarks/667735.parquet,667735,1316,80644,to science vision world brown
train_landmarks/940946.parquet,940946,1317,88172,1-888-456-7890
train_landmarks/775987.parquet,775987,1318,30379,221b baker street
train_landmarks/459443.parquet,459443,1319,19116,american vision sign language
train_landmarks/580255.parquet,580255,1320,81426,123 main street apt 4b
train_landmarks/927691.parquet,927691,1321,25014,1600 pennsylvania ave
train_landmarks/337798.parquet,337798,1322,88172,1600 pennsylvania ave
train_landmarks/907141.parquet,907141,1323,19358,to project over
train_landmarks/268600.parquet,268600,1324,76784,lazy over learning analysis
train_landmarks/933048.parquet,933048,1325,56566,800-555-0199
train_landmarks/222596.parquet,222596,1326,99733,www.amazon.com/deals
train_landmarks/702433.parquet,702433,1327,65302,http://weather.com/today
train_landmarks/487629.parquet,487629,1328,70142,1-888-456-7890
train_landmarks/841484.parquet,841484,1329,88907,www.amazon.com/deals
train_landmarks/460549.parquet,460549,1330,28131,www.nytimes.com/world
train_landmarks/666091.parquet,666091,1331,42325,world university fingerspelling american jumps project
train_landmarks/435772.parquet,435772,1332,51245,(415) 555-8833
train_landmarks/672675.parquet,672675,1333,42098,vision world analysis guatemala
train_landmarks/890795.parquet,890795,1334,44671,deep accuracy dataset university to fox
train_landmarks/602248.parquet,602248,1335,59797,deep fox the
train_landmarks/747518.parquet,747518,1336,48427,to welcome computer lazy sign
train_landmarks/919234.parquet,919234,1337,65302,lazy brown frequency deep
train_landmarks/191621.parquet,191621,1338,18326,lazy welcome recognition guatemala analysis
train_landmarks/478603.parquet,478603,1339,89840,10 downing street london
train_landmarks/995278.parquet,995278,1340,44671,456 elm st suite 200
train_landmarks/490941.parquet,490941,1341,35203,www.amazon.com/deals
train_landmarks/468422.parquet,468422,1342,46434,456 elm st suite 200
train_landmarks/688285.parquet,688285,1343,45382,www.nytimes.com/world
train_landmarks/877548.parquet,877548,1344,56566,world accuracy engineering fingerspelling analysis
train_landmarks/246347.parquet,246347,1345,99192,brown lazy project frequency engineering brown
train_landmarks/719371.parquet,719371,1346,31319,the vision
train_landmarks/386606.parquet,386606,1347,25014,221b baker street
train_landmarks/584567.parquet,584567,1348,74686,lazy model world
train_landmarks/614416.parquet,614416,1349,65392,http://weather.com/today
train_landmarks/975126.parquet,975126,1350,18326,language project the the hello
train_landmarks/771670.parquet,771670,1351,40495,jumps vision world over analysis
train_landmarks/776106.parquet,776106,1352,57447,(555) 234-5678
train_landmarks/901865.parquet,901865,1353,91070,(555) 234-5678
train_landmarks/727983.parquet,727983,1354,24371,project science hello deep engineering model
train_landmarks/491330.parquet,491330,1355,16175,the hello recognition jumps project deep
train_landmarks/474745.parquet,474745,1356,66155,+1-555-987-6543
train_landmarks/478707.parquet,478707,1357,83579,1600 pennsylvania ave
train_landmarks/151081.parquet,151081,1358,44671,1-888-456-7890
train_landmarks/769983.parquet,769983,1359,65302,lazy computer evaluation recognition over welcome
train_landmarks/431570.parquet,431570,1360,19116,hello learning to sign
train_landmarks/468710.parquet,468710,1361,68878,jumps world
train_landmarks/916639.parquet,916639,1362,18675,1600 pennsylvania ave
